A,B,C,D,MINA,MINB,MINC,MIND,MAXA,MAXB,MAXC,MAXD,NORMA,NORMB,NORMC,NORMD
-68.22934553,452.2983283,-1.173330066,-1.971804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.091526582,-0.625700059,0.146762488,0.246661736
-66.25754082,453.4716583,-1.073330066,-1.931804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.088881495,-0.62732322,0.134254286,0.24165796
-64.32573611,454.5449884,-0.973330066,-1.891804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.086290067,-0.628808042,0.121746085,0.236654184
-62.43393141,455.5183185,-0.873330066,-1.851804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.083752296,-0.630154527,0.109237884,0.231650408
-60.5821267,456.3916485,-0.773330066,-1.811804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.081268184,-0.631362673,0.096729682,0.226646632
-58.77032199,457.1649786,-0.673330066,-1.771804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.07883773,-0.632432482,0.084221481,0.221642855
-56.99851728,457.8383087,-0.573330066,-1.731804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.076460934,-0.633363953,0.071713279,0.216639079
-55.26671257,458.4116387,-0.473330066,-1.691804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.074137796,-0.634157085,0.059205078,0.211635303
-53.57490787,458.8849688,-0.373330066,-1.651804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.071868317,-0.63481188,0.046696877,0.206631527
-51.92310316,459.2582989,-0.273330066,-1.611804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.069652495,-0.635328337,0.034188675,0.201627751
-50.31129845,459.5316289,-0.173330066,-1.571804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.067490332,-0.635706456,0.021680474,0.196623974
-48.73949374,459.704959,-0.073330066,-1.531804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.065381827,-0.635946238,0.009172272,0.191620198
-47.20768903,459.7782891,0.026669934,-1.491804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.063326981,-0.636047681,-0.003335929,0.186616422
-45.71588433,459.7516191,0.126669934,-1.451804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.061325792,-0.636010786,-0.01584413,0.181612646
-44.26407962,459.6249492,0.226669934,-1.411804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.059378262,-0.635835554,-0.028352332,0.17660887
-42.85227491,459.3982793,0.326669934,-1.371804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.057484389,-0.635521983,-0.040860533,0.171605093
-41.4804702,459.0716093,0.426669934,-1.331804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.055644175,-0.635070075,-0.053368735,0.166601317
-40.14866549,458.6449394,0.526669934,-1.291804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.05385762,-0.634479829,-0.065876936,0.161597541
-38.85686079,458.1182695,0.626669934,-1.251804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.052124722,-0.633751244,-0.078385137,0.156593765
-37.60505608,457.4915995,0.726669934,-1.211804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.050445483,-0.632884322,-0.090893339,0.151589989
-36.39325137,456.7649296,0.826669934,-1.171804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.048819901,-0.631879062,-0.10340154,0.146586213
-35.22144666,455.9382597,0.926669934,-1.131804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.047247978,-0.630735464,-0.115909742,0.141582436
-34.08964195,455.0115897,1.026669934,-1.091804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.045729713,-0.629453529,-0.128417943,0.13657866
-32.99783724,453.9849198,1.126669934,-1.051804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.044265107,-0.628033255,-0.140926144,0.131574884
-31.94603254,452.8582499,1.226669934,-1.011804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.042854158,-0.626474643,-0.153434346,0.126571108
-30.93422783,451.6315799,1.326669934,-0.971804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.041496868,-0.624777694,-0.165942547,0.121567332
-29.96242312,450.30491,1.426669934,-0.931804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.040193236,-0.622942406,-0.178450749,0.116563555
-29.03061841,448.8782401,1.526669934,-0.891804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.038943262,-0.620968781,-0.19095895,0.111559779
-28.1388137,447.3515701,1.626669934,-0.851804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.037746946,-0.618856817,-0.203467151,0.106556003
-27.287009,445.7249002,1.726669934,-0.811804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.036604289,-0.616606516,-0.215975353,0.101552227
-26.47520429,443.9982303,1.826669934,-0.771804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.03551529,-0.614217877,-0.228483554,0.096548451
-25.70339958,442.1715603,1.926669934,-0.731804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.034479948,-0.6116909,-0.240991756,0.091544674
-24.97159487,440.2448904,2.026669934,-0.691804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.033498266,-0.609025585,-0.253499957,0.086540898
-24.27979016,438.2182205,2.126669934,-0.651804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.032570241,-0.606221932,-0.266008158,0.081537122
-23.62798546,436.0915505,2.226669934,-0.611804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.031695874,-0.603279942,-0.27851636,0.076533346
-23.01618075,433.8648806,2.326669934,-0.571804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.030875166,-0.600199613,-0.291024561,0.07152957
-22.44437604,431.5382107,2.426669934,-0.531804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.030108116,-0.596980946,-0.303532763,0.066525793
-21.91257133,429.1115407,2.526669934,-0.491804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.029394724,-0.593623942,-0.316040964,0.061522017
-21.42076662,426.5848708,2.626669934,-0.451804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.02873499,-0.590128599,-0.328549165,0.056518241
-20.96896192,423.9582009,2.726669934,-0.411804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.028128914,-0.586494919,-0.341057367,0.051514465
-20.55715721,421.2315309,2.826669934,-0.371804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.027576497,-0.582722901,-0.353565568,0.046510689
-20.1853525,418.404861,2.926669934,-0.331804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.027077738,-0.578812545,-0.36607377,0.041506912
-19.85354779,415.4781911,3.026669934,-0.291804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.026632637,-0.574763851,-0.378581971,0.036503136
-19.56174308,412.4515211,3.126669934,-0.251804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.026241194,-0.570576819,-0.391090172,0.03149936
-19.30993838,409.3248512,3.226669934,-0.211804708,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.025903409,-0.566251449,-0.403598374,0.026495584
-19.09813367,406.0981813,3.129708383,-0.206534344,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.025619283,-0.561787741,-0.391470228,0.025836291
-18.89159932,402.9684729,3.034078863,-0.208116682,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.025342226,-0.557458168,-0.379508695,0.026034232
-18.68348264,399.934394,2.940019718,-0.216501061,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.025063047,-0.553260886,-0.367743587,0.027083071
-18.46698158,396.9943743,2.847767379,-0.231628532,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.024772621,-0.549193725,-0.356204479,0.028975433
-18.23535305,394.1466069,2.757556075,-0.253431931,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.024461902,-0.545254183,-0.344920668,0.031702917
-17.98192112,391.3890508,2.669617551,-0.28183596,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.024121934,-0.541439437,-0.33392114,0.035256102
-17.70008516,388.7194333,2.58418078,-0.316757278,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.023743864,-0.537746344,-0.323234536,0.039624563
-17.38332788,386.1352525,2.501471689,-0.358104607,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.023318948,-0.534171442,-0.312889117,0.044796883
-17.02522327,383.6337808,2.42171288,-0.405778836,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.022838567,-0.530710959,-0.302912724,0.050760662
-16.61944444,381.2120679,2.345123361,-0.459673149,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.022294233,-0.527360812,-0.293332753,0.057502539
-16.15977129,378.8669446,2.268533842,-0.513567461,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.021677603,-0.524116617,-0.283752782,0.064244416
-15.64620383,376.5984107,2.191944324,-0.567461774,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.020988675,-0.520978375,-0.274172811,0.070986293
-15.07874205,374.4064664,2.115354805,-0.621356086,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.020227451,-0.517946085,-0.264592839,0.07772817
-14.45738597,372.2911116,2.038765287,-0.675250399,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.01939393,-0.515019747,-0.255012868,0.084470047
-13.78213557,370.2523463,1.962175768,-0.729144712,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.018488112,-0.512199362,-0.245432897,0.091211924
-13.05299086,368.2901705,1.88558625,-0.783039024,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.017509997,-0.509484929,-0.235852926,0.097953801
-12.26995183,366.4045843,1.80582744,-0.830713254,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.016459586,-0.506876448,-0.225876533,0.10391758
-11.43923858,364.5987569,1.723118349,-0.872060582,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.015345221,-0.504378304,-0.215531113,0.109089899
-10.567178,362.8756385,1.637681578,-0.906981901,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.014175392,-0.501994578,-0.20484451,0.113458361
-9.660196095,361.2379569,1.549743054,-0.935385929,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.012958716,-0.499729044,-0.193844982,0.117011546
-8.724810165,359.6882139,1.45953175,-0.957189328,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.011703938,-0.497585162,-0.182561171,0.119739029
-7.767620837,358.2286821,1.367279411,-0.9723168,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.010419912,-0.495566076,-0.171022062,0.121631391
-6.795304037,356.8614027,1.273220266,-0.980701179,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.009115593,-0.49367461,-0.159256955,0.12268023
-5.814602859,355.5881825,1.177590746,-0.982283517,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.007800027,-0.491913264,-0.147295422,0.122878172
-4.832319342,354.4105917,1.080629195,-0.977013152,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.006482338,-0.490284209,-0.135167276,0.122218879
-3.85530619,353.3299625,0.982575581,-0.964847773,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.005171719,-0.488789289,-0.122902533,0.120697058
-2.890458417,352.3473869,0.883671202,-0.945753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.003877419,-0.487430015,-0.110531374,0.118308467
-1.944704952,351.4637157,0.983671202,-0.905753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.002608734,-0.486207563,-0.123039575,0.113304691
-1.038951487,350.4800445,1.083671202,-0.865753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.001393706,-0.484846772,-0.135547776,0.108300914
-0.173198021,349.3963733,1.183671202,-0.825753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,0.000232337,-0.483347644,-0.148055978,0.103297138
0.652555444,348.2127021,1.283671202,-0.785753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.000875374,-0.481710178,-0.160564179,0.098293362
1.438308909,346.9290309,1.383671202,-0.745753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.001929426,-0.479934374,-0.173072381,0.093289586
2.184062374,345.5453597,1.483671202,-0.705753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.002929821,-0.478020233,-0.185580582,0.08828581
2.889815839,344.0616885,1.583671202,-0.665753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.003876557,-0.475967753,-0.198088783,0.083282033
3.555569304,342.4780173,1.683671202,-0.625753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.004769635,-0.473776935,-0.210596985,0.078278257
4.18132277,340.7943461,1.783671202,-0.585753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.005609055,-0.47144778,-0.223105186,0.073274481
4.767076235,339.0106749,1.883671202,-0.545753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.006394817,-0.468980286,-0.235613388,0.068270705
5.3128297,337.1270037,1.983671202,-0.505753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.007126921,-0.466374455,-0.248121589,0.063266929
5.818583165,335.1433325,2.083671202,-0.465753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.007805366,-0.463630285,-0.26062979,0.058263153
6.28433663,333.0596613,2.183671202,-0.425753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.008430153,-0.460747778,-0.273137992,0.053259376
6.710090096,330.8759901,2.283671202,-0.385753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.009001282,-0.457726933,-0.285646193,0.0482556
7.095843561,328.5923189,2.383671202,-0.345753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.009518753,-0.45456775,-0.298154395,0.043251824
7.441597026,326.2086477,2.483671202,-0.305753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.009982566,-0.451270229,-0.310662596,0.038248048
7.747350491,323.7249765,2.583671202,-0.265753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.01039272,-0.44783437,-0.323170797,0.033244272
8.013103956,321.1413053,2.683671202,-0.225753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.010749217,-0.444260173,-0.335678999,0.028240495
8.238857421,318.4576341,2.783671202,-0.185753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011052055,-0.440547639,-0.3481872,0.023236719
8.424610887,315.6739629,2.883671202,-0.145753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011301235,-0.436696766,-0.360695402,0.018232943
8.570364352,312.7902917,2.983671202,-0.105753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011496756,-0.432707556,-0.373203603,0.013229167
8.676117817,309.8066205,3.083671202,-0.065753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.01163862,-0.428580007,-0.385711804,0.008225391
8.741871282,306.7229493,3.183671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011726825,-0.424314121,-0.398220006,0.003221614
8.767624747,303.5392781,3.283671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011761372,-0.419909897,-0.410728207,-0.001782162
8.753378213,300.2556069,3.383671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011742261,-0.415367335,-0.423236409,0.003221614
8.779131678,296.8719357,3.483671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011776808,-0.410686434,-0.43574461,-0.001782162
8.764885143,293.3882645,3.583671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011757697,-0.405867197,-0.448252811,0.003221614
8.790638608,289.8045933,3.683671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011792244,-0.400909621,-0.460761013,-0.001782162
8.776392073,286.1209221,3.783671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011773133,-0.395813707,-0.473269214,0.003221614
8.802145539,282.3372509,3.883671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.01180768,-0.390579455,-0.485777416,-0.001782162
8.787899004,278.4535797,3.983671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011788569,-0.385206866,-0.498285617,0.003221614
8.813652469,274.4699085,4.083671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011823116,-0.379695938,-0.510793818,-0.001782162
8.799405934,270.3862373,4.183671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011804005,-0.374046673,-0.52330202,0.003221614
8.825159399,266.202566,4.283671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011838552,-0.368259069,-0.535810221,-0.001782162
8.810912864,261.9188948,4.383671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011819441,-0.362333128,-0.548318423,0.003221614
8.83666633,257.5352236,4.483671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011853988,-0.356268849,-0.560826624,-0.001782162
8.822419795,253.0515524,4.583671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011834877,-0.350066232,-0.573334825,0.003221614
8.84817326,248.4678812,4.683671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011869424,-0.343725277,-0.585843027,-0.001782162
8.833926725,243.78421,4.783671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011850313,-0.337245984,-0.598351228,0.003221614
8.85968019,239.0005388,4.883671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.01188486,-0.330628353,-0.61085943,-0.001782162
8.845433656,234.1168676,4.983671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011865749,-0.323872384,-0.623367631,0.003221614
8.871187121,229.1331964,5.083671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011900296,-0.316978078,-0.635875832,-0.001782162
8.856940586,224.0495252,5.183671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011881185,-0.309945433,-0.648384034,0.003221614
8.882694051,218.865854,5.283671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011915732,-0.302774451,-0.660892235,-0.001782162
8.868447516,213.5821828,5.383671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011896621,-0.29546513,-0.673400437,0.003221614
8.894200981,208.1985116,5.483671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011931169,-0.288017472,-0.685908638,-0.001782162
8.879954447,202.7148404,5.583671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011912057,-0.280431476,-0.698416839,0.003221614
8.905707912,197.1311692,5.683671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011946605,-0.272707142,-0.710925041,-0.001782162
8.891461377,191.447498,5.783671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011927493,-0.26484447,-0.723433242,0.003221614
8.917214842,185.6638268,5.883671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011962041,-0.25684346,-0.735941444,-0.001782162
8.902968307,179.7801556,5.983671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011942929,-0.248704112,-0.748449645,0.003221614
8.928721773,173.7964844,6.083671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011977477,-0.240426426,-0.760957846,-0.001782162
8.914475238,167.7128132,6.183671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011958366,-0.232010402,-0.773466048,0.003221614
8.940228703,161.529142,6.283671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011992913,-0.223456041,-0.785974249,-0.001782162
8.925982168,155.2454708,6.383671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011973802,-0.214763341,-0.798482451,0.003221614
8.951735633,148.8617996,6.483671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.012008349,-0.205932304,-0.810990652,-0.001782162
8.937489098,142.3781284,6.583671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.011989238,-0.196962929,-0.823498853,0.003221614
8.963242564,135.7944572,6.683671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.012023785,-0.187855215,-0.836007055,-0.001782162
8.948996029,129.110786,6.783671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.012004674,-0.178609164,-0.848515256,0.003221614
8.974749494,122.3271148,6.883671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.012039221,-0.169224775,-0.861023458,-0.001782162
8.960502959,115.4434436,6.983671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.01202011,-0.159702048,-0.873531659,0.003221614
8.986256424,108.4597724,7.083671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.012054657,-0.150040984,-0.88603986,-0.001782162
8.97200989,101.3761012,7.183671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.012035546,-0.140241581,-0.898548062,0.003221614
8.997763355,94.19242998,7.283671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.012070093,-0.13030384,-0.911056263,-0.001782162
8.98351682,86.90875877,7.383671202,-0.025753465,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.012050982,-0.120227761,-0.923564465,0.003221614
9.009270285,79.52508757,7.483671202,0.014246535,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.012085529,-0.110013345,-0.936072666,-0.001782162
