A,B,C,D,MINA,MINB,MINC,MIND,MAXA,MAXB,MAXC,MAXD,NORMA,NORMB,NORMC,NORMD
405.0369705,567.7493656,2.167547926,-0.024458508,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.543338784,-0.785412613,-0.27112126,0.003059622
405.061429,565.5818177,2.267547926,0.015541492,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.543371594,-0.782414072,-0.283629461,-0.001944154
405.0458875,563.3142697,2.367547926,-0.024458508,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.543350746,-0.779277194,-0.296137663,0.003059622
405.0703461,560.9467218,2.273488781,0.063925871,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.543383556,-0.776001977,-0.284372555,-0.007996769
405.0064202,558.673233,2.181236442,0.079053342,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.543297802,-0.772856881,-0.272833447,-0.009889131
404.9273668,556.4919966,2.091025139,0.100856741,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.543191756,-0.769839404,-0.261549636,-0.012616614
404.8265101,554.4009715,2.003086614,0.12926077,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.543056461,-0.766946723,-0.250550108,-0.016169799
404.6972493,552.3978848,1.91514809,0.157664799,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.542883063,-0.764175695,-0.23955058,-0.019722984
404.5395845,550.4827367,1.827209566,0.186068827,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.542671563,-0.761526319,-0.228551052,-0.023276169
404.3535157,548.6555272,1.739271042,0.214472856,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.54242196,-0.758998596,-0.217551525,-0.026829354
404.1390428,546.9162561,1.651332518,0.242876885,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.542134255,-0.756592524,-0.206551997,-0.030382539
403.896166,545.2649236,1.563393994,0.271280913,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.541808446,-0.754308105,-0.195552469,-0.033935724
403.624885,543.7015296,1.475455469,0.299684942,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.541444535,-0.752145339,-0.184552942,-0.037488909
403.3252001,542.2260742,1.387516945,0.328088971,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.541042521,-0.750104225,-0.173553414,-0.041042095
402.9971111,540.8385572,1.299578421,0.356492999,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.540602405,-0.748184763,-0.162553886,-0.04459528
402.6406181,539.5389788,1.21414165,0.391414318,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.540124186,-0.746386953,-0.151867283,-0.048963741
402.2492038,538.3248371,1.131432559,0.432761647,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.539599121,-0.744707335,-0.141521863,-0.054136061
401.8164422,537.1934046,1.051673749,0.480435876,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.539018591,-0.743142135,-0.131545471,-0.06009984
401.3360063,536.1417308,0.975084231,0.534330188,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.538374108,-0.741687271,-0.121965499,-0.066841717
400.8016761,535.1666466,0.90187915,0.594330188,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.537657328,-0.74033836,-0.11280886,-0.074347381
400.2073459,534.2647675,0.832269531,0.660314041,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.536860061,-0.739090719,-0.104101949,-0.082601592
399.5470319,533.4324979,0.766462016,0.732152622,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.53597428,-0.737939375,-0.095870613,-0.091588196
398.8148793,532.6660359,0.704658618,0.809709672,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.53499213,-0.736879067,-0.088140119,-0.10129015
398.0051696,531.9613773,0.647056467,0.892841968,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.533905941,-0.735904257,-0.080935126,-0.111689535
397.1123276,531.3143208,0.593847578,0.981399489,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.532708234,-0.735009133,-0.074279651,-0.122767585
396.1309281,530.7204732,0.545218613,1.075225611,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.531391731,-0.734187617,-0.068197042,-0.134504708
395.0557025,530.1752546,0.501350653,1.174157285,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.529949364,-0.733433372,-0.062709949,-0.146880507
393.8815452,529.673904,0.462418979,1.278025245,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.528374285,-0.732739814,-0.057840297,-0.159873807
392.60352,529.211485,0.428592858,1.38665421,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.526659872,-0.732100114,-0.053609258,-0.173462683
391.2168658,528.7828921,0.400035336,1.499863099,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.524799738,-0.731507207,-0.050037225,-0.187624482
389.7170027,528.3828568,0.376903041,1.617465249,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.52278774,-0.730953807,-0.047143791,-0.202335853
388.0995374,528.0059538,0.353770746,1.7350674,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.520617983,-0.730432407,-0.044250357,-0.217047224
386.36447,527.652183,0.330638451,1.852669551,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.518290469,-0.729943008,-0.041356923,-0.231758595
384.5118005,527.3215446,0.307506155,1.970271702,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.515805196,-0.72948561,-0.038463489,-0.246469966
382.5415288,527.0140384,0.278948633,2.08348059,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.513162166,-0.729060212,-0.034891457,-0.260631764
380.4580482,526.7350898,0.245122512,2.192109555,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.510367271,-0.72867432,-0.030660418,-0.27422064
378.2659386,526.4899673,0.206190838,2.295977515,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.507426655,-0.728335223,-0.025790765,-0.287213941
375.9699611,526.2837764,0.162322878,2.394909189,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.504346705,-0.728049983,-0.020303673,-0.29958974
373.5750519,526.1214535,0.113693913,2.488735311,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.501134043,-0.727825429,-0.014221064,-0.311326862
371.0863166,526.0077596,0.060485024,2.577292833,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.497795517,-0.727668147,-0.007565589,-0.322404913
368.5090238,525.9472746,0.002882874,2.660425128,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.494338195,-0.727584473,-0.000360596,-0.332804298
365.8485987,525.9443917,-0.058920525,2.737982178,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.490769355,-0.727580485,0.007369898,-0.342506251
363.1106165,526.0033123,-0.12472804,2.809820759,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.487096476,-0.727661995,0.015601234,-0.351492855
360.3007957,526.1280403,-0.194337659,2.875804612,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.483327228,-0.727834541,0.024308146,-0.359747066
357.4249911,526.322378,-0.26754274,2.935804612,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.479469466,-0.728103383,0.033464785,-0.367252731
354.4891865,526.5899207,-0.344132258,2.989698924,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.475531217,-0.728473496,0.043044756,-0.373994608
351.4994876,526.934053,-0.423891068,3.037373154,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.471520671,-0.728949562,0.053021148,-0.379958387
348.4621144,527.357944,-0.506600159,3.078720482,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.467446172,-0.729535964,0.063366568,-0.385130706
345.3833939,527.8645442,-0.59203693,3.113641801,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.463316208,-0.730236784,0.074053172,-0.389499168
342.2697521,528.4565811,-0.679975454,3.14204583,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.459139398,-0.731055795,0.085052699,-0.393052353
339.1277063,529.1365566,-0.770186757,3.163849228,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.454924486,-0.731996459,0.096336511,-0.395779836
335.9638571,529.9067433,-0.862439097,3.1789767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.450680325,-0.73306192,0.107875619,-0.397672198
332.7848804,530.7691824,-0.762439097,3.1389767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.446415872,-0.734255,0.095367418,-0.392668422
329.6459037,531.5316215,-0.662439097,3.0989767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.442205076,-0.735309742,0.082859216,-0.387664646
326.546927,532.1940606,-0.562439097,3.0589767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.438047939,-0.736226147,0.070351015,-0.38266087
323.4879503,532.7564997,-0.462439097,3.0189767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.43394446,-0.737004213,0.057842814,-0.377657093
320.4689736,533.2189388,-0.362439097,2.9789767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.429894639,-0.737643942,0.045334612,-0.372653317
317.4899969,533.5813779,-0.262439097,2.9389767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.425898477,-0.738145332,0.032826411,-0.367649541
314.5510202,533.843817,-0.162439097,2.8989767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.421955973,-0.738508385,0.020318209,-0.362645765
311.6520435,534.0062561,-0.062439097,2.8589767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.418067126,-0.7387331,0.007810008,-0.357641989
308.7930668,534.0686952,0.037560903,2.8189767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.414231938,-0.738819477,-0.004698193,-0.352638212
305.9740901,534.0311343,0.137560903,2.7789767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.410450409,-0.738767516,-0.017206395,-0.347634436
303.1951134,533.8935734,0.237560903,2.7389767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.406722537,-0.738577217,-0.029714596,-0.34263066
300.4561367,533.6560125,0.337560903,2.6989767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.403048324,-0.73824858,-0.042222798,-0.337626884
297.75716,533.3184516,0.437560903,2.6589767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.399427768,-0.737781606,-0.054730999,-0.332623108
295.0981833,532.8808907,0.537560903,2.6189767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.395860871,-0.737176293,-0.0672392,-0.327619331
292.4792066,532.3433298,0.637560903,2.5789767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.392347632,-0.736432642,-0.079747402,-0.322615555
289.9002299,531.7057689,0.737560903,2.5389767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.388888052,-0.735550654,-0.092255603,-0.317611779
287.3612532,530.968208,0.837560903,2.4989767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.385482129,-0.734530328,-0.104763805,-0.312608003
284.8622765,530.1306471,0.937560903,2.4589767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.382129865,-0.733371663,-0.117272006,-0.307604227
282.4032998,529.1930862,1.037560903,2.4189767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.378831259,-0.732074661,-0.129780207,-0.302600451
279.9843231,528.1555253,1.137560903,2.3789767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.375586311,-0.730639321,-0.142288409,-0.297596674
277.6053464,527.0179644,1.237560903,2.3389767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.372395021,-0.729065643,-0.15479661,-0.292592898
275.2663697,525.7804035,1.337560903,2.2989767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.36925739,-0.727353627,-0.167304812,-0.287589122
272.967393,524.4428426,1.437560903,2.2589767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.366173417,-0.725503273,-0.179813013,-0.282585346
270.7084163,523.0052816,1.537560903,2.2189767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.363143102,-0.723514582,-0.192321214,-0.27758157
268.4894396,521.4677207,1.637560903,2.1789767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.360166445,-0.721387552,-0.204829416,-0.272577793
266.3104629,519.8301598,1.737560903,2.1389767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.357243446,-0.719122184,-0.217337617,-0.267574017
264.1714862,518.0925989,1.837560903,2.0989767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.354374105,-0.716718479,-0.229845819,-0.262570241
262.0725095,516.255038,1.937560903,2.0589767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.351558423,-0.714176436,-0.24235402,-0.257566465
260.0135328,514.3174771,2.037560903,2.0189767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.348796399,-0.711496054,-0.254862221,-0.252562689
257.9945561,512.2799162,2.137560903,1.9789767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.346088033,-0.708677335,-0.267370423,-0.247558912
256.0155794,510.1423553,2.237560903,1.9389767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.343433325,-0.705720278,-0.279878624,-0.242555136
254.0766027,507.9047944,2.337560903,1.8989767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.340832276,-0.702624883,-0.292386826,-0.23755136
252.177626,505.5672335,2.437560903,1.8589767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.338284884,-0.69939115,-0.304895027,-0.232547584
250.3186493,503.1296726,2.338048093,1.832927994,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.335791151,-0.696019079,-0.292447764,-0.229289037
248.4857213,500.7916245,2.238169928,1.799907894,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.333332361,-0.692784672,-0.279954802,-0.225158407
246.6858134,498.5534546,2.138169928,1.759907894,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.330917866,-0.689688435,-0.267446601,-0.220154631
244.9259055,496.4152847,2.038291763,1.712927994,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.328557029,-0.686730535,-0.254953639,-0.214277708
243.2129775,494.3769929,1.938778952,1.6589767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.326259214,-0.683910805,-0.242506376,-0.207528703
241.5540008,492.438214,1.839874573,1.598071007,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.324033771,-0.681228739,-0.230135217,-0.199909741
239.9559298,490.5983394,1.74182096,1.530236387,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.321890031,-0.678683495,-0.217870474,-0.19142401
238.4256934,488.8565184,1.643767346,1.462401767,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.319837288,-0.676273896,-0.20560573,-0.182938279
236.9632917,487.2127511,1.545713732,1.394567146,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.317875543,-0.673999943,-0.193340987,-0.174452547
235.5687245,485.6670373,1.447660118,1.326732526,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.316004794,-0.671861634,-0.181076243,-0.165966816
234.241992,484.2193772,1.349606505,1.258897906,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.314225042,-0.669858972,-0.1688115,-0.157481084
232.9830941,482.8697707,1.251552891,1.191063286,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.312536287,-0.667991954,-0.156546756,-0.148995353
231.7920308,481.6182178,1.153499277,1.123228666,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.31093853,-0.666260582,-0.144282013,-0.140509621
230.6688021,480.4647185,1.055445663,1.055394045,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.309431769,-0.664664855,-0.132017269,-0.13202389
229.6134081,479.4092729,0.95739205,0.987559425,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.308016006,-0.663204774,-0.119752526,-0.123538159
228.6258487,478.4518808,0.859338436,0.919724805,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.30669124,-0.661880338,-0.107487782,-0.115052427
227.7061238,477.5925424,0.761284822,0.851890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.30545747,-0.660691547,-0.095223039,-0.106566696
226.8542337,476.8312576,0.861284822,0.811890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.304314698,-0.659638401,-0.10773124,-0.101562919
226.0423435,475.9699728,0.961284822,0.771890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.303225584,-0.658446918,-0.120239442,-0.096559143
225.2704533,475.0086879,1.061284822,0.731890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.302190128,-0.657117096,-0.132747643,-0.091555367
224.5385631,473.9474031,1.161284822,0.691890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.301208331,-0.655648937,-0.145255844,-0.086551591
223.8466729,472.7861183,1.261284822,0.651890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.300280191,-0.65404244,-0.157764046,-0.081547815
223.1947827,471.5248335,1.361284822,0.611890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.29940571,-0.652297605,-0.170272247,-0.076544038
222.5828926,470.1635486,1.461284822,0.571890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.298584887,-0.650414432,-0.182780449,-0.071540262
222.0110024,468.7022638,1.561284822,0.531890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.297817722,-0.648392921,-0.19528865,-0.066536486
221.4791122,467.140979,1.661284822,0.491890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.297104216,-0.646233072,-0.207796851,-0.06153271
220.987222,465.4796942,1.761284822,0.451890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.296444367,-0.643934886,-0.220305053,-0.056528934
220.5353318,463.7184094,1.861284822,0.411890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.295838177,-0.641498361,-0.232813254,-0.051525158
220.1234416,461.8571245,1.961284822,0.371890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.295285645,-0.638923498,-0.245321456,-0.046521381
219.7515514,459.8958397,2.061284822,0.331890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.294786771,-0.636210298,-0.257829657,-0.041517605
219.4196613,457.8345549,2.161284822,0.291890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.294341555,-0.63335876,-0.270337858,-0.036513829
219.1277711,455.6732701,2.261284822,0.251890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.293949998,-0.630368883,-0.28284606,-0.031510053
218.8758809,453.4119852,2.361284822,0.211890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.293612099,-0.627240669,-0.295354261,-0.026506277
218.6639907,451.0507004,2.461284822,0.171890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.293327858,-0.623974117,-0.307862463,-0.0215025
218.4921005,448.5894156,2.561284822,0.131890185,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.293097275,-0.620569227,-0.320370664,-0.016498724
218.3602103,446.0281308,2.461772012,0.10584148,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.29292035,-0.617025999,-0.307923401,-0.013240177
218.2543689,443.5663588,2.362867633,0.086747172,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.292778368,-0.613620435,-0.295552242,-0.010851586
218.1676217,441.2034911,2.264814019,0.074581792,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.292662001,-0.610351693,-0.283287499,-0.009329765
218.0930399,438.9386771,2.167852469,0.069311428,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.292561953,-0.607218597,-0.271159353,-0.008670472
218.0237285,436.7708246,2.072222949,0.070893766,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.292468975,-0.604219635,-0.25919782,-0.008868413
217.9528347,434.6986017,1.978163803,0.079278145,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.292373874,-0.601352965,-0.247432712,-0.009917252
217.8735566,432.7204379,1.885911464,0.094405616,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.292267526,-0.598616415,-0.235893604,-0.011809614
217.7791509,430.8345264,1.795700161,0.116209015,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.292140885,-0.596007484,-0.224609793,-0.014537098
217.6629419,429.0388263,1.707761637,0.144613044,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.291984996,-0.59352335,-0.213610265,-0.018090283
217.5183289,427.3310646,1.622324866,0.179534363,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.291791004,-0.591160868,-0.202923662,-0.022458744
217.3387945,425.7087398,1.539615774,0.220881691,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.291550167,-0.588916578,-0.192578242,-0.027631064
217.1179128,424.169124,1.459856965,0.268555921,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.291253864,-0.586786706,-0.182601849,-0.033594843
216.8493569,422.709267,1.383267446,0.322450233,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.290893608,-0.58476717,-0.173021878,-0.04033672
216.5269067,421.3259996,1.310062366,0.382450233,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.290461056,-0.582853587,-0.163865239,-0.047842384
216.1444564,420.0159372,1.240452746,0.448434086,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.289948016,-0.581041274,-0.155158328,-0.056096595
215.6960223,418.7754845,1.174645232,0.520272667,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.289346462,-0.579325257,-0.146926991,-0.0650832
215.1757497,417.6008392,1.112841833,0.597829717,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.28864854,-0.577700278,-0.139196498,-0.074785153
214.57792,416.4879974,1.055239682,0.680962012,-727.70,65.06001755,-6.300783971,-6.364637416,745.4593385,722.8676448,7.994754547,7.993962651,-0.287846578,-0.576160796,-0.131991505,-0.085184538
