0.420337362,-0.597481438,-0.025016403,0
0.420337362,-0.597204762,-0.01256914,-0.003258547
0.420372306,-0.59706575,-0.000197981,0.004360414
0.420325547,-0.597063561,0.012066762,0.002838593
0.420295107,-0.597197016,0.024194908,0.0021793
0.420271737,-0.597464607,0.036156441,0.002377242
0.420246245,-0.597864489,0.047921549,0.003426081
0.420209505,-0.598394491,0.059460657,0.005318443
0.420152472,-0.599052112,0.070744469,0.008045926
0.420066192,-0.59983453,0.081743996,0.011599111
0.419941808,-0.6007386,0.0924306,0.015967572
0.419770579,-0.601760862,0.102776019,0.021139892
0.419543885,-0.602897542,0.112752412,0.027103671
0.419253237,-0.604144558,0.122332383,0.033845548
0.418890293,-0.605497527,0.131489022,0.041351213
0.418446862,-0.606951766,0.140195933,0.049605423
0.417914916,-0.608502302,0.14842727,0.058592028
0.417286602,-0.610143875,0.156157763,0.068293981
0.416554249,-0.611870945,0.163362756,0.078693366
0.415710378,-0.6136777,0.170567749,0.089092751
0.414754988,-0.615564141,0.177772742,0.099492136
0.41368808,-0.617530268,0.185503236,0.109194089
0.412517133,-0.619581892,0.193734573,0.118180693
0.411249818,-0.621724553,0.202441484,0.126434904
0.409893988,-0.623963511,0.211598123,0.133940568
0.408457671,-0.626303739,0.221178094,0.140682445
0.406949057,-0.628749919,0.231154487,0.146646225
0.405376491,-0.631306436,0.241499906,0.151818544
0.403748459,-0.633977371,0.25218651,0.156187006
0.402073581,-0.636766498,0.263186037,0.159740191
0.400360601,-0.639677276,0.274469849,0.162467674
0.398618372,-0.642712851,0.286008957,0.164360036
0.396855851,-0.645876047,0.297774065,0.165408875
0.395082082,-0.649169361,0.309735598,0.165606817
0.393306191,-0.652594968,0.321697131,0.165804758
0.391528177,-0.656152866,0.333658664,0.1660027
0.389748041,-0.659843056,0.345620196,0.166200642
0.387965782,-0.663665538,0.357581729,0.166398583
0.3861814,-0.667620312,0.369543262,0.166596525
0.384394895,-0.671707378,0.381504795,0.166794467
0.382606268,-0.675926736,0.393466328,0.166992408
0.380815519,-0.680278385,0.405427861,0.16719035
0.379022646,-0.684762327,0.417389394,0.167388291
0.377227651,-0.68937856,0.429350927,0.167586233
0.375430534,-0.694127086,0.441116035,0.168635072
0.373622169,-0.69900573,0.452655143,0.170527434
0.371793511,-0.704011995,0.463938955,0.173254917
0.369935605,-0.709143056,0.474938482,0.176808102
0.368039597,-0.71439577,0.485625086,0.181176564
0.366096743,-0.719766675,0.495970505,0.186348883
0.364098423,-0.725251997,0.505946898,0.192312663
0.362036151,-0.730847657,0.515526869,0.19905454
0.359901581,-0.736549269,0.503018668,0.194050763
0.35782067,-0.742112543,0.490510466,0.189046987
0.355793418,-0.747537479,0.478002265,0.184043211
0.353819823,-0.752824077,0.465494063,0.179039435
0.351899886,-0.757972337,0.452985862,0.174035659
0.350033608,-0.76298226,0.440477661,0.169031882
0.348220988,-0.767853844,0.427969459,0.164028106
0.346462026,-0.772587091,0.415461258,0.15902433
0.344756723,-0.777181999,0.402953056,0.154020554
0.343105077,-0.78163857,0.390444855,0.149016778
0.34150709,-0.785956803,0.377936654,0.144013002
0.339962761,-0.790136698,0.365428452,0.139009225
0.33847209,-0.794178255,0.352920251,0.134005449
0.337035077,-0.798081474,0.34041205,0.129001673
0.335651722,-0.801846355,0.327903848,0.123997897
0.334322026,-0.805472898,0.315395647,0.118994121
0.333045988,-0.808961104,0.302887445,0.113990344
0.331823608,-0.812310971,0.290379244,0.108986568
0.330654886,-0.815522501,0.293951276,0.123148367
0.3293343,-0.818773536,0.281443075,0.118144591
0.328067372,-0.821886234,0.268934873,0.113140814
0.326854102,-0.824860593,0.256426672,0.108137038
0.32569449,-0.827696615,0.243918471,0.103133262
0.324588536,-0.830394299,0.231410269,0.098129486
0.323536241,-0.832953644,0.218902068,0.09312571
0.322537604,-0.835374652,0.206393866,0.088121933
0.321592625,-0.837657322,0.193885665,0.083118157
0.320701304,-0.839801654,0.181377464,0.078114381
0.319863641,-0.841807649,0.168869262,0.073110605
0.319079637,-0.843675305,0.156361061,0.068106829
0.31834929,-0.845404623,0.143852859,0.063103052
0.317672602,-0.846995604,0.131344658,0.058099276
0.317049572,-0.848448246,0.118836457,0.0530955
